protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate
2,50,8,3252,91402,1,40,48,0.86,0,94,157,0.9,0.09,0.72,0.52,0.09,0.6,0.16
1,39,8,351,52266,1,294,42,0.23,0.68,93,31,0.02,0.22,0.99,0.48,0.8,0.05,0.43
1,54,5,2272,55846,1,402,90,0.02,0.46,71,107,0.8,0.33,0.6,0.78,0.88,0.45,0.12
2,23,8,4037,48045,1,279,30,0.64,0.1,189,233,0.48,0.13,0.04,0.49,0.04,0.61,0.58
0,60,9,233,25249,0,256,51,0.15,0.86,137,196,0.82,0.71,0.5,0.19,1,0.71,0.4
2,35,4,265,29890,0,110,35,0.99,0.2,173,241,0.47,0.26,0.23,0.12,0.3,0.9,0.06
0,54,4,857,43331,0,48,62,0.87,0.33,222,83,0.65,0.66,0.33,0.92,0.21,0.28,0.85
1,58,7,498,55911,0,232,51,0.61,0.18,16,202,0.36,0.6,0.49,0.05,0.41,0.9,0.38
2,62,5,876,5184,1,82,87,0.83,0.93,119,109,0.74,0.9,0.3,0.9,0.01,0.66,0.49
0,48,11,2258,37064,0,174,50,0.47,0.76,108,31,0.25,0.09,0.31,0.69,0.89,0.08,0.41
1,7,10,4194,89968,0,113,30,0.79,0.72,232,226,0.72,0.21,0.4,0.4,0.27,0.38,0.49
2,45,1,1644,53489,0,278,19,0.65,0.04,142,41,0.19,0.87,0.29,0.19,0.52,0.48,0.02
2,13,8,2392,15366,0,381,96,0.03,0.52,154,64,0.72,0.82,0.17,0.31,0.62,0.35,0.82
1,53,4,3324,97498,0,310,50,0.95,0.58,174,231,0.29,0.19,0.77,0.53,0.79,0.12,0.33
2,39,8,2951,60245,1,40,54,0.86,0.38,101,122,0.28,0.11,0.4,0.66,0.25,0.55,0.72
1,18,2,4619,42447,0,30,83,0.95,0.32,186,170,0.81,0.86,0.83,0.69,0.72,0.13,0.06
0,22,4,2647,9159,1,255,86,0.73,0.85,202,44,0.81,0.18,0.88,0.45,0.12,0.92,0.52
2,36,2,4951,3012,1,240,4,0.41,0.02,30,159,0.69,0.87,0.75,0.37,0.7,0.87,0.91
1,53,5,2256,18736,1,183,12,0.21,0.63,214,246,0.92,0.96,0.4,0.77,0.92,0.48,0.4
1,3,10,1432,69945,1,184,15,0.18,0.39,124,116,0.16,0.22,0.72,0.93,0.09,0.07,0.2
0,62,10,480,23005,0,42,15,0.14,0.67,56,139,0.27,0.84,0.16,0.91,0.12,0.55,0.1
2,29,8,2970,35611,1,426,10,0.22,0.2,94,36,0.29,0.42,0.66,0.55,0.56,0.59,0.86
1,8,11,1665,50034,1,446,61,0.55,0.24,32,108,0.31,0.79,0.41,0.08,0.05,0.89,0.24
1,46,7,328,32154,1,466,19,0.68,0.59,78,236,0.33,0.41,0.66,0.07,0.19,0.07,0.98
1,56,11,3254,32349,0,127,53,0.31,0.98,23,32,0.7,0.07,0.75,0.4,0.19,0.69,0.25
2,49,5,416,77156,1,437,72,0.55,0.97,17,215,0.27,0.71,0.56,0.73,0.48,0.56,0.48
2,43,11,2301,55366,0,82,57,0.34,0.25,122,104,0.29,0.15,0.64,0.5,0.25,0.17,0.46
0,10,7,944,34673,0,233,95,0.7,0.1,228,244,0.57,0.93,0.21,0.63,0.48,0.12,0.06
0,13,5,2052,98013,1,309,9,0.99,0.59,221,238,0.19,0.42,0.59,0.84,0.52,0.69,0.53
0,57,7,2350,80908,1,192,29,0.69,0.42,152,167,0.36,0.08,0.46,0.04,0.73,0.34,0.67
2,2,4,979,14741,1,1,7,0.06,0.76,175,67,0.06,0.23,0.43,0.92,0.95,1,0.74
1,65,4,1656,96202,1,496,72,0.48,0.53,139,188,0.95,0.86,0.41,0.33,0.5,0.89,0.52
2,42,10,2654,99844,0,362,17,0.77,0.51,41,92,0.32,0.32,0.31,0.05,0.36,0.57,0.81
2,58,4,1451,89109,1,207,79,0.54,0.65,15,25,0.85,0.86,0.31,0.84,0.26,0.64,0.75
2,10,11,3011,18382,0,197,16,0.95,0.13,214,28,0.53,0.17,0.7,0.93,0.63,0.16,0.19
0,63,8,2783,97150,0,283,71,0.05,0.68,91,147,0.23,0.47,0.56,0.77,0.94,0.89,0.4
1,61,1,4003,83252,0,17,83,0.29,0.49,52,238,0.19,0.88,0.03,0.8,0.76,0.46,0.14
2,1,10,1586,19750,0,319,38,0.22,0.82,162,211,0.69,0.05,0.05,0.87,0.21,0.52,0.13
0,26,5,389,75300,1,384,89,0.77,0.14,60,234,0.96,0.3,0.57,0.52,0.89,0.87,0.71
2,5,10,3728,79902,0,169,76,0.52,0.3,57,236,0.18,0.91,0.85,0.68,0.74,0.01,0.53
1,35,2,849,7229,0,377,96,0.14,0.95,33,157,0.12,0.6,0.04,0.29,0.13,0.49,0.6
0,13,10,818,70876,1,186,47,0.29,0.55,149,178,0.39,0.72,0.51,0.25,0.71,0.63,0.73
2,27,4,3635,40294,1,122,10,0.52,0.93,152,19,0.39,0.84,0.85,0.61,0.29,0.16,0.28
0,12,5,4107,93776,1,441,24,1,0.69,20,56,0.81,0.52,0,0.73,0.49,0.07,0.4
1,50,8,2654,68990,1,224,50,0.36,0.93,113,146,0.47,0.85,0.28,0.4,0.3,0.53,0.61
1,59,2,3954,3816,0,127,68,0.16,0.32,68,173,0.06,0.64,0.92,0.4,0.08,0.55,0.1
0,31,2,4106,5637,0,166,43,0.5,0.09,101,113,0.92,0.69,0.08,0.95,0.77,0.33,0.83
2,69,2,489,34128,0,474,37,0.31,0.8,101,245,0.37,0.15,0.61,0.52,0.83,0.88,0.34
1,37,8,2319,5974,0,122,45,0.57,0.8,188,88,0.67,0.94,0.51,0.99,0.23,0.3,0.66
1,2,3,2928,49715,0,322,54,0.47,0.62,174,102,0.67,0.8,0.15,0.86,0.24,0.52,1
2,65,5,3163,39069,0,220,43,0.69,0.58,33,126,0.06,0.25,0.04,0.64,0.43,0.19,0.48
0,3,2,2934,22540,1,429,68,0.91,0.91,31,208,0,0.58,0.5,0.01,0.81,0.01,0.22
0,20,6,1146,13497,1,279,37,0.2,0.18,162,82,0.09,0.38,0.74,0.3,0.08,0.43,0.22
2,2,10,2823,49885,0,498,89,0.82,0.62,22,252,0.96,0.66,0.18,0.42,0.81,0.53,0.06
1,42,6,2505,25328,0,148,41,0.95,0.05,106,41,0.79,0.99,0.69,0.65,0.92,0.76,0.77
1,43,2,811,59700,0,292,94,0.37,0.14,30,126,0.13,0.05,0.55,0.4,0.56,0.45,0.29
2,21,4,55,95228,0,426,1,0.11,0.44,5,13,0.61,0.95,0.36,0.83,0.06,0.28,0.17
2,45,11,707,54326,0,247,93,0.82,0.82,169,196,0.61,0.07,0.66,0.66,0.27,0.6,0.71
0,20,2,1009,84894,1,406,16,0.7,0.73,173,205,0,0.46,0.19,0.35,0.11,0.38,0.31
0,43,10,4118,3986,1,188,37,0.21,0.97,215,99,0.43,0.48,0.46,0.78,0.26,0.23,0.6
2,50,4,3848,43675,1,11,37,0.45,0.04,61,196,0.71,0.27,0.55,0.3,0.81,0.91,0.42
1,43,11,3316,67321,0,284,7,0.58,0.38,117,83,0.19,0.57,0.46,0.06,0.06,0.54,0.33
0,24,7,4867,16268,0,45,40,0.17,0.16,13,24,0.85,0.83,0.4,0.17,0.28,0.2,0.49
2,60,5,3489,80381,1,124,51,0.71,0.04,252,161,0.66,0.29,0.74,0,0.52,0.67,0.31
1,32,10,4326,19017,0,378,64,0.69,0.26,252,97,0.01,0.07,0.66,0.83,0.87,0.8,0.87
0,5,4,4305,65084,0,247,97,0.89,0.24,137,73,0.85,0.63,0.64,0.63,0.25,0.76,0.07
2,2,10,1400,39848,0,406,22,0.57,0.42,206,183,0.02,0.75,0.89,0.57,0.78,0.6,0.03
2,26,10,1193,51244,0,337,43,0.57,0.14,209,249,0.89,0.95,0.99,0.66,0.58,0.52,0.41
1,25,3,4994,40582,1,447,62,0.62,0.49,163,3,0.33,0.16,0.57,0.65,0.68,0.78,0.17
1,50,6,1497,14033,0,159,54,0.27,0.92,18,3,0.7,0.9,0.35,0.57,0.86,0.71,0.74
2,39,2,1250,42765,1,267,27,0.76,0.75,127,30,0.79,0.48,0.78,0.84,0.03,0.57,0.35
1,11,4,872,11555,0,292,29,0.66,0.84,140,146,0.28,0.24,0.14,0.44,0.53,0.66,0.26
2,63,8,2410,94471,1,78,16,0.84,0.8,119,194,0.36,0.96,0.51,0.8,0.75,0.17,0.36
1,68,2,3550,89355,1,291,85,0.77,0.39,169,224,0.51,0.24,0.52,0.79,0.88,0.02,0.22
1,18,9,1578,27631,0,383,11,0.64,0.71,144,171,0.58,0.73,0.98,0.2,0.13,0.93,0.3
0,28,2,474,50400,1,151,21,0.16,0.75,222,201,0.29,0.78,0.99,0.45,0.34,0.94,0.57
0,42,8,4290,28902,1,285,9,0.92,0.21,13,66,0.99,0.43,0.8,0.83,0.08,0.79,0.86
1,60,8,3566,1725,1,151,27,0.37,0.86,124,212,0.74,0.69,0.47,0.83,0.83,0.37,0.37
2,22,7,4048,51853,1,492,86,0.96,0.46,146,27,0.27,0.57,0.55,0.02,0.86,0.15,0.32
1,40,10,4624,80573,1,124,79,0.4,0.02,76,100,0.64,0.19,0.32,0.22,0.48,0.36,0.78
0,62,6,270,83460,0,228,23,0.15,0.64,118,105,0.44,0.76,0.83,0.42,0.02,0.73,0.02
2,3,1,3551,40039,1,272,51,0.88,0.68,98,110,0.86,0.93,0.75,0.05,0.1,0.34,0.3
1,63,2,4585,62564,0,359,93,0.8,0.55,179,19,0.33,0.49,0.77,0.26,0.62,0.8,0.45
1,20,7,4457,61055,1,340,80,0.79,0.21,33,16,0.19,0.99,0.14,0.26,0.98,0.67,0.6
1,26,11,3883,76080,1,217,3,0.09,0.48,198,26,0.05,0.43,0.4,0.21,0.84,0.63,0.16
1,41,4,2619,93944,0,147,16,0.88,0.4,82,14,0.98,0.48,0.54,0.4,0.8,0.93,0.43
0,3,9,994,8173,1,218,8,0.6,0.97,67,47,0.36,0.67,0.12,0.81,0.42,0.89,0.57
0,43,3,768,38856,1,96,90,0.47,0.82,54,146,0.22,0.19,0.37,0.24,0.99,0.71,0.51
0,17,4,544,99106,1,447,42,0.91,0.76,6,156,0.49,0.9,0.09,0.58,0.82,0.2,0.57
0,53,3,931,45506,0,50,73,0.67,0.18,36,111,0.29,0.8,0.96,0.56,0.34,0.94,0.66
2,52,7,90,5388,0,469,35,0.13,0.33,241,147,0.23,0.87,0.75,0.82,0.75,0.23,0.38
2,33,2,4333,23923,1,457,71,0.52,0.38,55,30,0.62,0.61,0.62,0.39,0.43,0.37,0.06
2,60,10,850,56228,0,43,72,0.64,0.49,127,105,0.07,0.88,0.2,0.22,0.66,0.83,0.06
1,68,2,2968,97317,1,19,99,0.9,0.03,178,149,0.51,0.68,0.33,0.89,0.97,0.21,0.86
2,56,2,4872,99205,0,113,48,0.28,0.59,214,149,0.39,0.51,0.14,0.83,0.25,0.64,0.68
0,64,4,3077,6876,0,377,54,0.79,0.36,71,48,0.53,0.93,0.54,0.62,0.8,0.46,0.76
0,8,8,2659,86078,0,213,36,0.8,0.56,94,183,0.32,0.44,0.82,0.09,0.59,0.62,0.93
1,69,8,633,18172,1,18,6,0.13,0.01,194,158,0.57,0.5,0.02,0.02,0.95,0.96,0.75
2,33,8,3228,86520,0,134,71,0.02,0.32,224,241,0.08,0.17,0.1,0.18,0.13,0.81,0.69
1,25,8,1224,31664,1,291,12,0.58,0.77,143,42,0.38,0.95,0.23,0.2,0.72,0.3,0.66
1,7,7,1248,67235,0,14,59,0.79,0.5,22,165,0.24,0.22,0.71,0.14,0.04,0.06,0.26
2,59,6,982,55830,1,64,65,0.55,0.79,49,41,0.44,0.2,0.89,0.26,0.25,0.97,0.96
1,33,7,2510,76878,1,393,50,0.81,0.7,166,174,0.4,0.1,0.75,0.34,0.32,0.59,0.54
2,41,5,3850,5749,0,163,43,0.62,0.85,136,96,0.63,0.45,0.52,0.75,0.43,0.17,0.22
2,33,8,4758,58552,0,258,43,0.65,0.01,136,94,0.63,0.27,0.11,0.71,0.97,0.63,0.21
1,29,2,3993,10734,1,499,49,0.03,0.26,231,214,0.41,0.74,0.75,0.1,0.07,0.04,0.82
0,39,5,989,1594,1,6,89,0.09,0.55,100,188,0.18,0.31,0.11,0.98,0.17,0.19,0.25
2,57,7,1616,85361,0,355,76,0.73,0.94,212,88,0.58,0.72,0.35,0.75,0.2,0.63,0.04
0,64,9,424,15238,0,121,55,0.76,0.68,37,202,0.97,0.2,0.31,0.16,0.42,0.4,0.43
0,66,10,1430,50990,1,153,91,0.54,0.46,200,216,0.19,0.23,0.36,0.12,0.06,0.33,0.82
2,9,1,1635,45819,1,329,87,0.59,0.13,78,1,0.07,0.81,0.33,0.09,0.97,0.66,0.41
0,29,11,4200,28248,1,178,83,0.61,0.49,212,248,0.26,0.37,0.77,0.73,0.56,0.87,0.8
1,28,9,177,40676,1,479,85,0.1,0.44,121,54,0.41,0.11,0.17,0.24,0.81,0.68,0.83
1,53,3,3776,2902,0,391,50,0.67,0.78,227,116,0.31,0.96,0.85,0.07,0.77,0.46,0.86
0,46,1,719,47434,0,63,21,0.48,0.41,153,35,0.83,0.18,0.86,0.42,0.66,0.66,0.59
1,39,7,3128,7405,0,412,88,0.6,0.32,210,144,0.49,0.15,0.49,0.71,0.9,0.7,0.7
2,58,3,4504,39815,0,258,13,0.56,0.09,182,5,0.25,0.36,0.11,0.3,0.9,0.78,0.26
2,54,8,3001,18723,0,65,42,0.76,0.05,239,159,0.95,0.1,0.58,0.48,0.13,0.31,0.1
0,6,11,2789,4521,0,357,15,0.32,0.44,21,109,0.13,0.16,0.82,0.19,0.9,0.11,0.53
1,45,2,653,49651,1,187,50,0.37,0.35,101,37,0.12,0.85,0.29,0.43,0.52,0.68,0.01
0,40,4,2622,85547,0,408,1,0.39,0.56,127,119,0.25,0.17,0.84,0.36,0.27,0.12,0.47
1,23,2,3556,9036,1,446,51,0.76,0.71,239,153,0.08,0.11,0.68,0.43,0.61,0.46,0.1
2,42,11,3392,64140,0,227,34,0.43,0.04,187,107,0.75,0.88,0.99,0.47,0.28,0.23,0.11
1,38,4,4403,9252,0,199,42,0.18,0.5,159,113,0.31,0.44,0.82,0.09,0.48,0.33,0.87
1,16,1,489,54797,1,294,62,0.98,0.86,6,190,0.73,0.16,0.2,0.09,0.82,0.47,0.64
0,47,10,1344,51833,0,251,95,0.49,0.46,170,153,0.76,0.58,0.45,0.26,0.03,0.9,0.65
2,21,5,607,42380,1,477,32,0.11,0.52,119,67,0.24,0.04,0.1,0.12,0.18,0.68,0.4
1,21,3,3591,58093,1,318,61,0.67,0.49,180,246,0.52,0.43,0.07,0.25,0.96,0.17,0.41
2,25,9,4119,96651,1,193,93,0.74,0.39,175,38,0.52,0.59,0.71,0.02,0.45,0.88,0.3
1,61,4,752,79414,0,119,54,0.5,0.11,212,224,0.87,0.96,0.91,0.35,0.3,0.5,0.43
2,54,6,3048,10139,1,179,74,0.65,0.13,156,176,0.03,0.33,0.97,0.21,0.92,0.2,0.59
1,60,9,4444,58389,1,478,58,0.17,0.18,233,212,0.32,0.77,0.27,0.89,0.91,0.53,0.19
2,42,2,4120,93523,1,52,85,0.37,0.79,164,222,0.88,0.13,0.2,0.86,0.04,0.19,0.26
1,61,7,3461,70126,1,110,24,0.16,0.28,128,192,0.24,0.43,0.56,0.3,0.36,0.37,0.49
2,32,3,1014,50378,1,224,27,0.39,0.95,40,130,0.14,0.22,0.2,0.48,0.91,0.81,0.38
1,53,1,4694,2973,0,330,21,0.56,0.81,218,192,0.58,0.49,0.3,0.96,0.18,0.66,0.82
1,44,9,1768,82958,0,98,18,0.44,0.68,141,197,0.31,0.42,0.84,0.52,0.58,0.48,0.82
2,11,9,4896,15388,0,319,55,0.59,0.72,177,211,0.47,0.98,0.81,0.85,0.32,0.23,0.34
0,47,11,958,83707,1,395,68,0.5,0.05,132,148,0.82,0.92,0.9,0.83,0.74,0.28,0.45
1,60,4,1591,14495,0,48,47,0.32,0.57,98,86,0.52,0.58,0.48,0.94,0.16,0.98,0.98
1,36,9,3261,47773,0,497,54,0.14,0.94,251,11,0.52,0.18,0.56,0.31,0.6,0.34,0.83
0,60,7,2588,53867,1,101,18,0.25,0.04,122,119,0.28,0.56,0.77,0.04,0,0.62,0.22
1,33,4,2538,28943,1,438,73,0.2,0.29,101,82,0.79,0.79,0.24,0.1,0.25,0.5,0.28
2,42,2,790,79871,0,475,64,0.71,0.05,64,219,0.74,0.04,0.82,0.57,0.16,0.02,0.08
0,13,5,4267,86504,0,434,49,0.82,0.57,98,159,0.23,0.43,0.02,0.53,0.21,0.94,0.68
1,14,8,4016,22703,0,240,94,0.72,0.12,80,35,0.32,0.04,0.8,0.3,0.86,0.09,0.32
2,58,10,4394,36070,1,74,35,0.64,0.48,23,172,0.79,0.24,0.78,0.25,0.91,0.66,0.54
2,40,10,3098,33563,0,38,94,0.31,0.72,186,183,0.36,0.09,0.3,0.71,0.76,0.81,0.77
0,65,6,647,19193,0,470,39,0.71,0.16,87,45,0.4,0.96,0.73,0.34,0.59,0.75,0.84
0,5,11,4843,16850,0,216,58,0.61,0.76,143,149,0.36,0.17,0.21,0.6,0.23,0.81,0.33
0,30,5,1475,12727,0,136,57,0.05,0.06,89,180,0.16,0.15,0.58,0.71,0.27,0.74,0.24
2,45,4,2060,80951,1,6,6,0.91,0.15,93,148,0.34,0.97,0.7,0.43,0.31,0.45,0.85
1,58,11,1123,76477,0,247,78,0.08,0.28,100,9,0.8,0.52,0.71,0.19,0.78,0.9,0.38
2,39,6,615,55460,1,324,93,0.5,0.8,127,95,0.49,0.76,0.98,0.86,0.25,0.91,0.82
2,12,11,1284,15218,0,197,96,0.51,0.85,79,137,0.46,0.33,0.18,0.09,0.97,0.44,0.15
0,34,3,2325,49120,1,390,78,0.84,0.22,101,186,0.16,0.53,0.48,0.83,0.8,0.48,0.91
1,14,2,3137,28444,0,111,20,0.91,0.1,99,199,0.18,0.01,0.88,0.84,1,0.49,0.48
2,38,1,3672,69187,0,288,50,0.94,0.85,174,161,0.04,0.41,0.56,0.57,0.46,0.28,0.17
0,16,9,2855,23519,1,38,9,0.57,0.65,39,1,0.01,0.56,0.88,0.63,0.59,0.11,0.54
0,61,1,1623,50107,0,115,76,0.68,0.16,47,211,0.49,0.51,0.43,0.36,0.28,0.26,0.87
1,59,11,3449,24281,0,185,14,0.09,0.56,37,3,0.41,0.41,0.8,0.84,0.6,0.84,0.39
1,67,4,2703,19793,1,212,23,0.49,0.87,169,167,0.28,0.79,0.87,0.26,0.97,0.54,0.18
0,11,6,1140,34687,1,488,48,0.9,0.07,92,140,0.99,0.5,0.85,0.56,0.03,0.85,0.58
1,11,9,2830,19316,1,365,98,0.46,0.08,173,94,0.4,0.64,0.87,0,0.29,0.75,0.83
1,16,4,498,56927,0,484,80,0.07,0.27,30,144,0.79,0.18,0.22,0.94,0.28,0.35,0.12
2,38,7,4682,73915,0,255,82,0.2,0.65,199,205,0.21,0.86,0.44,0.95,0.98,0.19,0.04
1,30,7,1103,46554,1,320,56,0.43,0.18,68,178,0.25,0.36,0.17,0.71,0.13,0.57,0.06
0,41,6,3089,207,1,310,40,0.24,0.82,7,88,0.57,0.48,0.18,0.42,0.81,0.94,0.23
1,1,9,1752,73,1,113,97,0.39,0.75,97,209,0,0.35,0.49,0.18,0.27,0.84,0.01
2,38,11,4014,24427,0,270,69,0.33,0.56,47,27,0.02,0.89,0.96,0.49,0.86,0.76,0.43
1,60,10,613,40329,0,320,39,0.32,0.12,47,29,0.14,0.9,0.59,0.79,0.49,0.76,0.7
2,19,7,3047,76347,1,434,74,0.09,0.99,210,127,0.22,0.22,0.85,0.61,0.24,0.53,0.71
1,59,3,643,74777,1,175,86,0.88,0.49,79,120,0.53,0.75,0.94,0.53,0.71,0.17,0.64
1,68,6,2868,70505,1,310,43,0.69,0.45,126,105,0.69,0.1,0.09,0.85,0.84,0.29,0.3
0,10,7,4153,40472,1,19,97,0.62,1,99,78,0.31,0.03,0.16,0.31,0.47,0.58,0.74
0,17,7,1135,5889,0,203,31,0.61,0.86,101,69,0.24,0.84,0.29,0.86,0.71,0.32,0.58
1,29,6,4692,26457,1,423,70,0.4,0.46,188,107,0.82,0.13,0.62,0.44,0.18,0.78,0.86
1,6,3,3699,40787,1,449,3,0.82,0.42,133,180,0.16,0.15,0.06,0,0.94,0.37,0.48
2,66,6,2362,8706,0,126,4,0.93,0.1,176,102,0.68,0.61,0.79,0.73,0.1,0.11,0.18
2,63,2,161,38687,1,483,27,0.01,0.93,87,6,0.93,0.82,0.06,0.88,0.22,0.78,0.63
0,31,10,1821,11520,1,467,89,0.08,0.84,249,152,0.23,0.19,0.16,0.48,0.29,0.7,0.15
1,25,1,4419,279,0,254,27,0.67,0.31,202,40,0.09,0.11,0.38,0.45,0.15,0.25,0.96
1,21,8,2765,64305,1,316,47,0.24,0.75,217,33,0.98,0.08,0.56,0.81,0.41,0.98,0.7
2,16,3,3402,93098,1,417,60,0.91,0.76,150,137,0.27,0.02,0.88,0.88,0.46,0.4,0.76
1,4,8,2627,54007,1,255,36,0.67,0.23,95,234,0.28,0.12,0.96,0.97,0.52,0.68,0.68
1,46,3,3993,25131,0,288,46,0.37,0.61,151,177,0.48,0.94,0.88,0.35,0.04,0.91,0.1
1,8,2,4994,40229,1,292,61,0.42,0.26,92,67,0.23,0.1,0.11,0.59,0.22,0.16,0.47
2,6,8,4855,93491,0,152,42,0.69,0.79,173,151,0.99,0.6,0.63,0.82,0.81,0.88,0.65
2,53,3,4597,290,0,427,7,0.14,0.15,207,213,0.04,0.92,0.44,0.53,0.81,0.7,0.23
2,64,8,56,37648,0,199,30,0.88,0.67,232,22,0.45,0.63,0.13,0.46,0.33,0.17,0.68
1,51,2,3237,11065,1,199,50,0,0.33,52,237,0.55,0.03,0.56,0.57,0.46,0.66,0.82
2,63,4,2344,15402,0,302,47,0.98,0.04,199,72,0.47,0.6,0.36,0.36,0.18,0.87,0.27
0,6,9,4902,89903,0,175,93,0.17,0.12,174,212,0.52,0.9,0.35,0.19,0.82,0.8,0.2
0,62,1,619,24107,1,453,40,0.74,0.65,38,78,0.99,0.32,0.09,0.07,0.96,0.76,0.88
2,33,2,4874,83542,0,270,5,0.04,0.24,168,94,0.88,0.31,0.98,0.61,0.29,0.16,0.01
2,2,2,4874,13029,0,429,70,0.43,0.63,143,116,0.31,0.25,0.73,0.38,0.78,0.19,0.26
1,41,9,2613,19935,0,180,58,0.63,0.41,113,136,0.55,0.51,0.28,0.88,0.35,0.55,0.41
2,16,10,4261,86098,1,218,44,0.07,0.69,197,147,0,0.24,0.92,0.22,0,0.58,0.67
2,59,5,2835,68811,0,118,71,0.44,0.49,140,109,0.41,0.72,0.95,0.31,0.6,0.94,1
0,9,11,665,60033,0,306,32,0.3,0.31,77,166,0.16,0.64,0.81,0.97,0.41,0.47,0.37
0,69,4,127,5257,1,321,79,0.5,0.15,67,228,0.71,0.4,0.66,0.56,0.76,0.3,0.95
0,10,10,3557,24658,1,333,77,0.5,0.34,185,134,0.22,0.72,0.38,0.35,0.75,0.19,0.37
0,7,10,4171,57991,0,320,82,0.79,0.63,121,180,0.75,0.1,0.43,0.86,0.95,0.05,0.7
2,66,4,4982,55914,1,23,74,0.12,0.74,19,34,0.31,0.75,0.46,0.74,0.44,0.07,0.17
0,20,7,634,94358,0,125,40,0.08,0.16,90,74,0.93,0.6,0.95,0.57,0.48,0.57,0.46
1,63,3,3608,45999,1,84,57,0.4,0.66,30,95,0.45,0.63,0.76,0.89,0.4,0.18,0.87
1,4,9,3689,1757,0,199,11,0.89,0.18,92,139,0.84,0.06,0.29,0.09,0.3,0.85,0.32
2,28,5,4710,21339,1,326,40,0.86,0.22,207,43,0.63,0.62,0.62,0.39,0.64,0.6,0.11
1,35,11,985,22846,0,187,47,0.56,0.53,18,35,0.98,0.49,0.59,0.81,0.83,0.86,0.52
0,2,9,2573,27915,0,329,2,0.89,0.29,245,139,0.74,0.49,0.81,0.39,0.16,0.43,0.44
0,41,1,1156,44617,1,92,91,0.81,0.66,244,168,0.73,0.32,0.1,0.93,0.98,0.6,0.23
1,28,10,4536,45170,1,330,52,0.28,0.96,63,253,0.26,0.01,0.7,0.15,0.68,0.53,0.91
2,1,8,3868,76880,1,182,72,0.17,0.15,7,160,0.5,0.42,0.33,0.34,0.78,0.99,0.6
0,27,2,243,88768,1,227,49,0.3,0.57,188,177,0.29,0.4,0.13,0.43,1,0.8,0.35
0,67,8,767,33493,1,199,59,0.23,0.92,206,251,0.02,0.42,0.73,0.69,0.5,0.6,1
1,39,4,3217,32079,0,473,38,0.62,0.18,88,90,0.71,0.61,0.33,0.2,0.07,0.61,0.14
2,40,2,414,33875,0,478,16,0.58,0.37,116,214,0.24,0.3,0.73,0.01,0.79,0.25,0.85
2,28,2,3283,29558,1,235,88,0.6,0.12,243,185,0.4,0.27,0.16,0.98,0.87,0.73,0.23
1,24,6,4344,11017,0,410,87,0.19,0.64,63,65,0.28,0.5,0.99,0.9,0.16,0.98,0.24
0,51,3,3106,95017,0,44,78,0.79,0.67,185,48,0.2,0.59,0.8,0.3,0.02,0.13,0.5
1,56,11,2886,92313,1,76,27,0.43,0.66,88,221,0.07,0.57,0.29,0.48,0.14,0.64,0.66
1,26,10,861,20732,0,141,74,0.47,0.54,75,180,0.34,0.88,0.74,0.49,0.32,0.52,0.69
1,52,3,4914,57238,1,182,28,1,0.75,123,39,0.08,0.77,0.14,0.87,0.92,0.85,0.02
0,6,9,4957,59839,0,119,89,0.28,0.04,39,214,0.54,0.05,0.65,0.6,0,0,0.29
0,59,5,3357,95504,0,40,66,0.39,0.96,171,182,0.02,0.56,0.06,0.83,0.8,0.14,0.66
1,12,7,3933,23457,1,260,45,0.68,0.22,232,224,0.94,0.42,0.33,0.91,0.85,0.04,0.89
2,63,5,3764,94056,0,437,33,0.88,0.12,184,153,0.97,0.36,0.98,0.57,0.81,0.16,0.67
1,36,2,209,824,1,244,60,0.13,0.94,138,104,0.3,0.96,0.12,0.29,0.08,0.71,0.27
0,9,11,2157,31573,0,129,50,0.74,0.83,248,173,0.26,0.46,0.6,0.5,0.68,0.14,0.51
2,67,11,2377,14467,0,6,46,0.92,0.76,107,157,0.1,0.72,0.07,0.85,0.95,0.62,0.65
2,29,8,2189,75462,0,311,35,0.42,0.1,225,101,0.9,0.97,0.67,0.58,0.12,0.87,0.14
0,8,9,675,23876,1,66,41,0.29,0.81,20,32,0.59,0.15,0.28,0.9,0.03,0.03,0.54
0,43,11,1355,16734,1,374,58,0.68,0.61,106,123,0.61,0.05,0.31,0.9,0.87,0.03,0.47
1,35,2,25,21586,0,494,77,0.25,0.73,192,94,0.9,0.31,0.34,0.37,0.64,0.99,0.34
0,22,2,2693,30659,1,219,55,0.38,0.98,167,124,0.91,0.04,0.21,0.45,0.65,0.67,0.62
2,66,4,1650,62257,1,146,5,0.9,0.19,214,123,0.83,0.12,0.94,0.68,0.96,0.14,0.64
1,21,8,2958,44245,1,234,5,0.59,0.5,99,82,0.77,0.99,0.91,0.11,0.77,0.31,0.97
1,41,5,4457,25410,0,29,22,0.09,0.75,115,108,0.88,0.96,0.87,0.47,0.4,0.99,0.43
2,41,5,1682,7894,1,309,34,0.33,0.43,156,240,0.88,0.69,0.11,0.15,0.44,0.23,0.53
0,49,7,4455,92099,1,161,65,0.63,0.05,228,67,0.37,0.75,0.23,0.85,0.14,0.75,0.16
