protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate
2,21,7,328,4468,0,109,1,0.86,0.5,35,103,0.63,0.91,0.28,0.2,0.76,0.73,0.83
1,31,8,478,5192,1,35,6,0.39,0.9,43,212,0.72,0.17,0.21,0.15,0.25,0.58,0.52
2,26,8,14,3320,0,15,6,0.0,0.26,96,70,0.04,0.06,0.97,0.66,0.71,0.86,0.94
1,19,4,515,4698,0,193,2,0.27,0.87,119,201,0.74,0.29,0.02,0.56,0.45,0.62,0.48
1,10,1,190,4311,0,25,1,0.6,0.64,53,52,0.49,0.58,0.63,0.84,0.28,0.87,0.43
2,31,7,167,3673,1,59,3,0.8,0.02,20,252,0.32,0.88,0.52,0.18,0.52,0.3,0.45
1,35,1,520,1564,0,79,5,0.13,0.72,115,31,0.14,0.12,0.32,0.85,0.38,0.13,0.36
1,27,4,620,1840,0,86,6,0.11,0.04,232,254,0.08,0.41,0.89,0.58,0.23,0.82,0.17
1,23,8,136,6058,0,134,3,0.92,1.0,212,154,0.04,0.27,0.67,0.27,0.76,0.38,0.84
1,38,2,153,7131,0,180,9,0.75,0.87,8,36,0.16,0.01,1.0,0.27,0.8,0.65,0.39
2,21,6,387,726,1,88,5,0.59,0.3,122,154,0.03,0.79,0.17,0.39,0.8,0.74,0.53
1,45,6,208,9436,1,149,2,0.77,0.26,227,156,0.73,0.81,0.09,0.46,0.38,0.33,0.02
2,44,9,271,6697,1,71,6,0.43,0.38,42,133,0.25,0.22,0.14,0.08,0.17,0.51,0.06
1,21,5,142,9257,0,121,8,0.76,0.36,77,115,0.37,0.15,0.27,0.84,0.84,0.89,0.6
1,16,4,610,282,1,93,6,0.37,0.37,233,74,0.82,0.14,0.42,0.12,0.33,0.88,0.88
1,38,5,888,1081,0,96,4,0.24,0.32,70,18,0.11,0.46,0.86,0.48,0.75,0.75,0.49
1,20,5,819,3885,1,32,6,0.73,0.62,111,15,0.84,0.25,0.28,0.38,0.82,0.76,0.16
2,42,8,68,2881,0,53,8,0.42,0.16,16,185,0.64,0.51,0.92,0.51,0.77,0.9,0.12
2,15,8,246,2970,1,59,8,0.98,0.85,69,253,0.34,0.38,0.46,0.89,0.39,0.74,0.9
1,24,2,260,9344,1,69,2,0.35,0.81,53,97,0.12,0.21,0.65,0.99,0.94,0.34,0.7
1,41,7,787,6985,1,190,8,0.92,0.48,173,5,0.09,0.75,0.26,0.02,0.66,0.12,0.97
2,20,8,78,947,0,132,6,0.93,0.85,179,37,0.34,0.15,0.16,0.39,0.58,0.42,0.08
1,32,6,657,4760,0,86,2,0.24,0.25,226,104,0.14,0.8,0.87,0.82,0.7,0.09,0.9
1,35,5,622,9909,0,18,1,0.8,0.02,6,86,0.27,0.56,0.11,0.33,0.04,0.12,0.85
1,43,9,769,66,1,81,6,0.43,0.62,123,214,0.05,0.83,0.77,0.65,0.39,0.95,0.89
2,43,3,604,8828,0,114,7,0.92,0.46,33,150,0.6,0.0,0.58,0.99,0.88,0.68,0.01
2,38,4,524,8505,0,184,5,0.45,0.57,207,180,0.15,0.75,0.86,0.65,0.16,0.85,0.74
2,13,9,771,564,0,24,8,0.74,0.9,15,15,0.76,0.05,0.72,0.11,0.41,0.64,0.55
1,26,6,937,9793,0,66,9,0.47,0.97,14,17,0.22,0.95,0.28,0.84,0.41,0.42,0.57
1,44,8,620,9017,0,141,4,0.23,0.63,167,51,0.8,0.7,0.57,0.97,0.36,0.03,0.47
2,22,7,329,3670,0,62,7,0.2,0.76,63,253,0.19,0.32,0.01,0.71,0.56,0.96,0.74
2,48,2,188,9217,1,54,8,0.43,0.08,5,45,0.72,0.32,0.48,0.42,1.0,0.07,1.0
2,24,3,94,2251,1,143,6,0.76,0.16,244,191,0.33,0.86,0.09,0.95,0.26,0.61,0.71
2,38,1,616,804,0,197,2,0.61,0.73,121,122,0.58,0.9,0.43,0.97,0.7,0.1,0.68
1,38,9,7,4631,1,131,7,0.69,0.43,90,156,0.04,0.89,0.11,0.94,0.76,0.28,0.65
2,20,7,66,9583,1,37,9,0.28,0.45,240,187,0.5,0.81,0.96,0.41,0.58,0.19,0.7
1,41,1,495,1235,0,37,5,0.48,0.31,209,214,0.15,0.82,0.52,0.79,0.1,0.55,0.34
2,11,3,190,6720,0,131,2,0.04,0.61,107,149,0.49,0.57,0.91,0.65,0.57,0.89,0.32
1,23,4,365,6906,1,191,4,0.82,0.19,239,170,0.14,0.03,0.02,0.18,0.95,0.64,0.78
2,29,4,767,6016,0,35,3,0.99,0.63,180,209,0.44,0.09,0.64,0.54,0.34,0.66,0.05
2,31,5,520,3549,1,180,4,0.41,0.17,16,197,0.11,0.65,0.31,0.75,0.64,0.91,0.76
2,20,3,989,7938,1,124,7,0.01,0.06,99,82,0.22,0.4,0.43,0.9,0.96,0.75,0.81
2,36,3,116,4141,1,156,8,0.17,0.33,166,145,0.6,0.57,0.87,0.86,0.8,0.87,0.52
1,12,1,266,6966,0,18,1,0.65,0.23,53,196,0.98,0.23,0.98,0.15,0.69,0.42,0.91
2,26,7,610,9546,1,122,8,0.61,0.89,215,246,0.45,0.65,0.25,0.49,0.97,0.87,0.47
1,37,1,484,5335,0,164,5,0.79,0.05,77,135,0.69,0.24,0.95,0.48,0.17,0.65,0.18
1,38,2,508,5077,0,161,7,0.25,0.18,225,89,0.54,0.46,0.69,0.9,0.77,0.14,0.36
1,30,4,297,5611,0,192,1,0.76,0.55,93,101,0.5,0.48,0.95,0.0,0.41,0.04,0.91
1,25,4,908,8089,0,154,2,0.69,0.48,181,40,0.06,0.18,0.56,0.74,0.36,0.24,0.99
2,46,5,163,2892,0,48,1,0.32,0.05,174,168,0.14,0.88,0.96,0.62,0.52,0.38,0.42
1,29,2,375,5577,1,168,5,0.55,0.01,98,43,0.88,0.53,0.89,0.92,0.03,0.84,0.17
1,15,4,652,3618,0,17,6,0.15,0.99,98,73,0.41,0.87,0.13,0.46,0.31,0.74,0.29
1,28,1,267,1559,0,168,9,0.45,0.66,219,211,0.61,0.26,0.31,0.66,0.17,0.96,0.55
2,14,2,548,6683,0,135,8,0.88,0.37,143,179,0.53,0.17,0.24,0.97,0.14,0.56,0.57
2,12,1,73,1507,0,57,7,0.42,0.47,59,201,0.38,0.02,0.57,0.74,0.34,0.75,0.63
2,10,4,507,2063,0,8,5,0.84,0.27,178,23,0.39,0.09,0.8,0.07,0.8,0.28,0.84
2,47,4,72,3642,1,128,3,0.59,0.34,137,95,0.56,0.15,0.76,0.17,0.2,0.68,0.71
1,24,7,307,2000,0,117,9,0.19,0.65,26,160,0.14,0.08,0.73,0.82,0.53,0.71,0.26
1,43,9,198,1294,0,56,5,0.58,0.88,3,244,0.39,0.9,0.38,0.33,0.75,0.85,0.4
2,44,9,129,4065,1,126,3,0.51,0.18,100,159,0.45,0.91,0.14,0.71,0.24,0.54,0.84
1,34,5,757,8014,0,159,3,0.4,0.84,47,17,0.99,0.94,0.21,0.7,0.92,0.65,0.63
1,33,1,823,9945,1,59,3,0.12,0.12,5,112,0.35,0.96,0.74,0.99,0.87,0.2,0.17
1,21,1,571,1603,1,58,6,0.42,0.21,62,103,0.64,0.49,0.15,0.47,0.25,0.74,0.33
2,27,6,790,1322,1,140,1,0.07,0.04,212,58,0.14,0.53,0.22,0.74,0.99,0.84,0.79
2,24,2,614,5956,1,176,4,0.1,0.14,84,86,0.07,0.13,0.42,0.05,0.67,0.59,0.17
1,25,8,807,2441,0,159,8,0.42,0.92,133,35,0.87,0.14,0.07,0.46,0.29,0.12,0.69
2,36,9,831,1098,0,108,3,0.31,0.46,138,30,0.73,0.77,0.21,0.19,0.68,0.31,0.56
2,17,4,486,5073,1,191,5,0.93,0.08,80,192,0.32,0.86,0.15,0.84,0.67,0.48,0.15
2,34,5,852,9697,1,74,2,0.38,0.96,63,181,0.5,0.78,0.95,0.84,0.61,0.68,0.69
2,26,8,150,9318,0,167,2,0.76,0.88,25,179,0.14,0.83,0.19,0.24,0.71,0.32,0.14
2,38,3,668,8488,1,148,7,0.53,0.75,44,104,0.71,0.28,0.86,0.32,0.27,0.84,0.4
1,17,5,205,3787,1,101,3,0.7,0.93,153,165,0.07,0.47,0.11,0.7,0.98,0.37,0.31
2,24,3,985,2096,1,48,5,0.26,0.22,158,218,0.76,0.46,0.87,0.74,0.86,0.04,0.69
1,36,3,178,2208,0,71,3,0.94,0.84,14,122,0.55,1.0,0.6,0.66,0.75,0.79,0.78
1,16,3,196,5988,1,116,6,0.53,0.69,86,134,0.28,0.95,0.85,1.0,0.03,0.64,0.17
2,12,7,734,175,0,182,3,0.83,0.87,171,34,0.86,0.6,0.87,0.87,0.59,0.8,0.81
1,38,7,88,7169,0,122,8,0.37,0.8,156,56,0.99,0.14,0.6,0.42,0.71,0.35,0.01
1,33,7,798,6014,0,78,2,0.1,0.35,222,224,0.25,0.26,0.92,0.33,0.85,0.02,0.53
1,12,8,433,1667,1,199,3,0.67,0.77,19,25,0.81,0.36,0.59,0.6,0.95,0.07,0.52
2,29,5,787,8867,1,29,8,0.01,0.26,102,115,0.75,0.87,0.71,0.82,0.92,0.11,0.62
2,24,5,747,1823,0,93,8,0.48,0.33,170,13,0.75,0.17,0.42,0.48,0.41,0.81,0.24
1,34,4,182,5147,0,73,1,0.19,0.11,20,63,0.96,0.22,0.91,0.74,0.9,0.3,0.01
2,39,7,208,1356,0,100,8,0.63,0.94,227,230,0.49,0.35,0.82,0.02,0.0,1.0,0.45
2,23,4,492,3072,1,176,2,0.98,0.29,214,102,0.67,0.93,0.17,0.93,0.35,0.76,0.07
2,16,2,129,3259,1,74,7,0.46,0.52,79,194,0.82,0.5,0.58,0.77,0.11,0.6,0.89
2,26,4,664,6199,0,184,6,0.82,0.39,139,122,0.48,0.65,0.9,0.39,0.88,0.98,0.17
1,29,8,12,546,0,95,2,0.51,0.96,182,120,0.48,0.39,0.79,0.38,0.93,0.32,0.43
1,45,9,633,5231,1,17,5,0.5,0.34,98,133,0.32,0.19,0.96,0.1,0.26,0.17,0.43
2,18,3,870,7965,0,137,7,0.93,0.78,121,203,0.78,0.22,0.23,0.82,0.37,0.74,0.55
2,47,7,731,2083,1,97,8,0.89,0.86,152,11,0.69,0.8,0.37,0.77,0.98,0.28,0.78
1,31,9,105,2040,1,162,3,0.79,0.44,198,216,0.45,0.89,0.51,0.63,0.57,0.96,0.47
1,11,4,374,4534,0,173,1,0.3,0.38,17,206,0.42,0.49,0.23,0.1,0.5,0.99,0.03
2,33,3,581,1752,0,9,7,0.55,0.75,156,109,0.07,0.36,0.39,0.26,0.5,0.93,0.77
1,17,5,706,9807,1,135,5,0.22,0.91,50,222,0.01,0.81,0.54,0.46,0.7,0.94,0.08
2,20,1,697,1849,1,144,5,0.44,0.75,223,104,0.53,0.67,0.19,0.27,0.95,0.62,0.64
2,22,3,98,2642,1,19,7,0.48,0.23,228,111,0.42,0.04,0.26,0.43,0.37,0.69,0.8
1,26,8,593,1600,1,134,1,0.83,0.89,183,172,0.8,0.35,0.12,0.23,0.17,0.09,0.28
1,17,8,586,4402,1,114,8,0.9,0.39,201,227,0.54,0.68,0.71,0.35,0.19,0.76,0.45
2,30,4,885,3799,0,139,5,0.41,0.58,10,213,0.94,0.57,0.36,0.65,0.02,0.2,0.01
2,27,2,851,618,1,125,8,0.02,0.83,149,247,0.2,0.98,0.22,0.89,0.56,0.84,0.8
1,39,8,191,1132,1,61,5,0.86,0.19,58,69,0.99,0.87,0.51,0.39,0.93,0.96,0.7
2,27,8,324,5491,1,42,7,0.17,0.78,162,102,0.3,0.06,0.07,0.69,0.71,0.21,0.23
1,40,4,978,5795,0,13,3,0.62,0.6,95,2,0.64,0.73,0.92,0.13,0.99,0.08,0.39
2,47,3,725,7633,0,140,2,0.02,0.89,221,168,0.5,0.34,0.29,0.54,0.91,0.48,0.7
1,41,2,826,1487,1,85,6,0.4,0.17,107,37,0.36,0.68,0.89,0.92,0.49,0.79,0.36
1,20,9,955,7848,1,20,5,0.99,0.42,171,118,0.14,0.62,0.5,0.03,0.49,0.77,0.16
1,34,1,466,5009,0,50,9,0.1,0.83,139,49,0.13,0.5,0.85,0.27,0.63,0.7,0.52
2,42,7,893,9749,0,164,4,0.42,0.02,33,250,0.71,0.85,0.25,0.13,0.11,0.82,0.72
2,47,5,366,2113,0,92,3,0.31,0.11,186,226,0.38,0.71,0.18,0.53,0.61,0.17,0.32
1,17,8,317,1044,0,88,9,0.91,0.99,46,75,0.96,0.89,0.85,0.68,0.46,0.65,0.12
2,20,4,143,2431,1,69,8,0.87,0.28,189,164,0.33,0.28,0.21,0.06,0.64,0.61,0.83
1,31,7,383,7979,0,37,6,0.24,0.98,190,75,0.98,0.35,0.75,0.07,0.57,0.15,0.25
1,33,5,215,1582,1,140,1,0.08,0.18,129,201,0.21,0.62,0.34,0.87,0.31,0.41,0.51
2,26,5,360,1308,1,99,1,0.63,0.36,149,198,0.1,0.97,0.75,0.46,0.61,0.85,0.69
2,21,9,323,4917,0,125,6,0.34,0.75,62,248,0.31,0.37,0.91,0.46,0.37,0.97,0.32
1,41,9,14,8793,0,168,3,0.67,0.66,192,34,0.89,0.03,0.98,0.94,0.19,0.67,0.65
2,24,9,216,1620,0,54,3,0.03,0.58,87,58,0.52,0.45,0.36,0.32,0.68,0.92,0.46
2,25,6,491,7503,0,130,6,0.13,0.53,249,111,0.14,0.54,0.37,0.9,0.31,0.13,0.57
1,31,6,950,4766,1,178,3,0.69,0.84,73,165,0.2,0.8,0.98,0.97,0.89,0.98,0.59
1,37,5,546,5362,1,41,6,0.21,0.23,184,96,0.31,0.73,0.86,0.24,0.2,0.03,0.82
2,29,9,182,5192,1,45,5,0.86,0.44,1,60,0.59,0.96,0.05,0.51,0.6,0.53,0.66
1,42,8,269,6622,0,103,4,0.06,0.16,21,140,0.33,0.78,0.57,0.53,0.57,0.29,0.26
1,19,7,944,6093,1,106,8,0.22,0.6,22,237,0.75,0.3,0.18,0.87,0.2,0.81,0.06
2,49,7,466,6704,0,137,2,1.0,0.25,182,32,0.62,0.64,0.99,0.3,0.44,0.22,0.0
1,41,6,869,100,1,190,7,0.43,0.33,4,209,0.87,0.67,0.14,0.8,0.68,0.01,0.9
1,42,5,611,6657,0,128,4,0.7,0.47,65,132,0.5,1.0,0.56,0.97,0.32,0.41,0.94
2,11,4,518,5875,1,86,2,0.18,0.03,179,106,0.33,0.14,0.67,0.84,0.11,0.06,0.09
2,42,3,541,4271,1,47,7,0.61,0.09,202,33,1.0,0.19,0.94,0.91,0.62,0.29,0.49
1,42,3,466,237,0,5,1,0.73,0.69,63,43,0.36,0.16,0.85,0.71,0.22,0.64,0.15
1,22,6,304,7226,1,1,4,0.31,0.43,143,112,0.43,0.59,0.25,0.9,0.68,0.29,0.95
2,39,4,984,8032,1,44,9,0.83,0.86,244,107,0.81,0.14,0.57,0.16,0.84,0.25,0.25
2,42,6,143,5218,0,150,4,0.6,0.69,36,9,0.09,0.66,0.95,0.71,0.12,0.16,0.5
2,22,3,110,4025,0,38,3,0.39,0.01,29,226,0.39,0.8,0.74,0.73,0.44,0.14,0.17
2,35,4,231,6073,0,19,2,0.56,0.62,180,231,0.09,0.43,0.69,0.44,0.44,0.53,0.33
1,31,9,690,2542,0,159,3,0.58,0.09,174,179,0.14,0.56,0.75,0.08,0.63,0.68,0.27
2,48,5,583,1537,0,115,1,0.17,0.78,69,222,0.0,0.91,0.32,0.62,0.33,0.45,0.48
2,11,7,721,754,1,195,8,0.4,0.99,157,114,0.01,0.57,0.73,0.05,0.42,0.12,0.42
1,47,2,731,7396,0,87,1,0.34,0.53,111,125,0.38,0.21,0.23,0.38,0.01,0.65,0.33
2,48,5,591,7823,1,170,3,0.4,0.68,175,20,0.81,0.34,0.43,0.39,0.12,0.56,0.11
1,35,9,499,5507,1,123,3,0.76,0.24,219,167,0.59,0.53,0.89,1.0,0.57,0.38,0.48
2,24,3,594,4235,0,82,2,0.48,0.44,153,151,0.63,0.15,0.02,0.3,0.22,0.33,0.85
2,43,9,553,540,1,154,5,0.94,0.86,208,41,0.52,0.61,0.41,0.82,0.14,0.18,0.73
2,49,6,272,5510,1,141,3,0.29,0.17,144,44,0.82,1.0,0.27,0.05,0.32,0.15,0.72
1,20,4,702,8461,0,58,3,0.42,0.27,100,125,0.88,0.65,0.2,0.53,0.16,0.34,0.37
1,12,7,172,7926,1,146,8,0.79,0.45,217,35,0.85,0.37,0.84,0.54,0.06,0.04,0.71
2,15,8,972,5131,0,67,4,0.55,0.71,41,151,0.81,0.33,0.7,0.63,0.28,0.44,0.47
1,18,6,6,8697,0,122,4,0.55,0.38,193,246,0.18,0.93,0.11,0.81,0.16,0.6,0.15
1,15,5,154,1129,0,87,3,0.05,0.93,197,58,0.59,0.87,0.49,0.76,0.8,0.94,0.42
1,18,6,521,3145,1,131,1,0.4,0.09,233,48,0.58,0.47,0.47,0.76,0.06,0.63,0.13
1,48,5,545,8553,1,55,8,0.27,0.37,148,231,0.53,0.35,0.14,0.43,0.75,0.62,0.11
1,40,8,547,3720,1,89,1,1.0,0.71,197,215,0.48,0.71,0.8,0.73,0.38,0.37,0.02
1,41,1,920,9648,1,58,7,0.31,0.23,164,58,0.09,0.31,0.37,0.49,0.68,0.13,0.28
2,21,7,517,4067,0,63,5,0.88,0.66,221,101,0.1,0.12,0.76,0.07,0.05,0.45,0.33
2,17,2,919,4195,1,91,4,0.68,0.16,240,57,0.9,0.31,0.19,0.89,0.92,0.6,0.7
1,17,9,913,9873,0,52,4,0.34,0.06,226,215,0.63,0.43,0.32,0.89,0.77,0.72,0.54
2,37,1,214,9244,1,126,8,0.54,0.12,186,167,0.26,0.26,0.1,0.32,0.14,0.83,0.86
2,29,6,133,7281,1,24,6,0.84,0.93,48,156,0.28,0.22,0.14,0.91,0.22,0.26,0.18
2,16,9,284,2509,1,72,1,0.88,0.55,210,64,0.61,0.01,0.88,0.76,0.64,0.24,0.27
2,20,1,125,5016,1,9,8,0.16,0.8,130,62,0.41,0.63,0.11,0.4,0.92,0.57,0.94
1,29,4,920,6533,1,110,2,0.34,0.33,208,83,0.44,0.61,0.1,0.33,0.45,0.57,0.44
2,25,4,438,4727,0,165,6,0.34,0.59,157,113,0.06,0.19,0.94,0.98,0.49,0.22,0.79
2,13,9,848,681,1,94,9,0.04,0.49,225,112,0.14,0.94,0.65,0.71,0.24,0.59,0.49
1,15,5,685,3932,1,117,1,0.6,0.95,144,62,0.39,0.41,0.1,0.38,0.38,0.35,0.47
1,31,5,151,5560,1,83,6,0.85,0.75,163,94,0.7,0.03,0.97,0.64,0.29,0.64,0.15
2,35,6,330,4016,1,181,8,0.38,0.73,111,213,0.05,0.22,0.15,0.57,0.35,0.29,0.85
2,12,1,537,7339,0,80,2,0.74,0.05,62,216,0.33,0.69,0.77,0.52,0.02,0.59,0.08
2,23,1,382,719,1,152,5,0.63,0.55,107,85,0.7,0.2,0.03,0.64,0.04,0.77,0.31
2,20,9,114,74,0,149,6,0.38,0.47,106,26,0.79,0.05,0.62,0.54,0.68,0.98,0.67
2,27,3,893,9485,1,100,5,0.14,0.93,209,179,0.19,0.62,0.55,0.65,0.68,0.91,0.51
2,21,4,481,4157,0,40,3,0.71,0.26,132,121,0.73,0.52,0.21,0.91,0.33,0.5,0.88
1,32,1,283,8511,0,103,4,0.85,0.27,113,50,0.96,0.76,0.64,0.99,0.89,0.49,0.04
2,21,9,898,2149,0,62,7,0.69,0.41,68,255,0.91,0.77,0.62,0.71,0.27,0.44,0.65
2,22,8,74,9644,0,198,4,0.02,0.24,179,115,0.79,0.96,0.8,0.93,0.4,0.03,0.48
1,34,2,165,9747,0,69,9,0.22,0.13,89,252,0.71,0.06,0.88,0.86,0.73,0.17,0.15
1,28,8,188,6713,1,142,2,0.07,0.86,161,36,0.24,0.04,0.51,0.3,0.74,0.06,0.74
1,45,7,77,4207,0,109,5,0.57,0.56,78,154,0.63,0.99,0.49,0.93,0.86,0.7,0.41
1,17,6,946,7141,1,170,8,0.76,0.86,152,33,0.64,0.64,0.62,0.07,0.03,0.41,0.53
2,38,1,601,8652,0,178,5,0.11,0.83,75,123,0.41,0.72,0.73,0.33,0.18,0.06,0.97
2,41,7,687,9078,0,189,8,0.84,0.28,25,100,0.49,0.1,0.36,0.64,0.64,0.69,0.49
2,27,7,20,3936,1,4,8,0.56,0.55,156,68,0.69,0.07,0.5,0.53,0.34,0.64,0.82
2,15,9,565,9307,0,72,9,0.69,0.08,7,73,0.95,0.16,0.59,0.54,0.04,0.72,0.77
2,27,1,183,1075,0,17,6,0.97,0.92,113,136,0.3,0.43,0.99,0.79,0.59,0.6,0.66
2,28,2,870,3876,0,114,4,0.08,0.4,36,194,0.25,0.11,0.59,0.19,0.39,0.16,0.9
1,31,9,221,4615,0,85,3,0.9,0.39,10,221,0.6,0.45,0.22,0.98,0.36,0.06,0.25
2,46,9,826,7265,1,57,5,0.13,0.3,113,23,0.13,0.56,0.59,0.44,0.26,0.82,0.82
1,41,6,327,6379,0,107,6,0.39,0.46,36,70,0.58,0.0,0.82,0.95,0.01,0.22,0.38
1,12,6,178,9118,0,48,3,0.85,0.25,223,55,0.09,0.11,0.86,0.38,0.18,0.54,0.81
2,37,4,787,4652,1,172,2,0.91,0.37,211,171,0.49,0.38,0.8,0.6,0.47,0.49,0.49
1,19,4,111,6792,1,173,7,0.51,0.8,18,228,0.62,0.05,0.89,0.45,0.28,0.92,0.86
2,44,5,735,9247,0,117,5,0.59,0.83,241,254,0.07,0.13,0.33,0.68,0.87,0.55,0.89
1,38,3,725,7456,0,161,9,0.71,0.3,134,110,0.21,0.23,0.51,0.18,0.14,0.58,0.6
2,24,1,58,4674,1,31,3,0.83,0.47,220,149,0.34,0.43,0.78,0.4,0.88,0.32,0.51
1,42,1,326,541,0,112,8,0.12,0.87,135,150,0.37,0.71,0.26,0.07,0.4,0.96,0.78
2,16,7,904,2161,1,47,6,0.81,0.05,102,9,0.68,0.13,0.37,0.6,0.28,0.61,0.27
2,21,1,620,2251,0,134,4,0.48,0.89,249,162,0.53,0.74,0.83,0.96,0.3,0.0,0.02
2,39,1,896,9244,1,108,9,0.45,0.22,140,187,0.38,0.86,0.77,0.05,0.33,0.56,0.41
2,30,3,668,4569,1,72,5,0.42,0.68,169,249,0.45,0.65,0.97,0.66,0.51,0.36,0.51
2,40,4,190,2744,1,71,6,0.51,0.58,242,154,0.01,0.04,1.0,0.78,0.35,0.03,0.3
1,33,4,199,6041,0,162,9,0.95,0.55,255,129,0.77,0.44,0.24,0.21,0.65,0.43,0.38
1,29,2,311,4675,0,108,7,0.55,0.86,191,228,0.04,0.66,0.9,0.27,0.43,0.77,0.13
1,46,1,707,1560,0,53,5,0.95,0.1,226,108,0.83,0.98,0.09,0.2,0.67,0.5,0.28
2,13,3,34,1164,0,142,2,0.18,0.35,25,133,0.54,0.95,0.71,0.3,0.6,0.64,0.24
1,37,4,378,5419,1,16,4,0.72,0.54,209,169,0.53,0.4,0.22,0.11,0.24,0.64,0.3
2,29,3,386,2722,1,171,2,0.81,0.81,181,191,0.7,0.62,0.3,0.37,0.81,0.67,0.3
2,33,8,757,470,1,116,3,0.68,0.22,33,150,0.86,0.89,0.95,0.37,0.8,0.39,0.56
1,41,1,236,9608,0,73,3,0.61,0.8,87,68,0.94,0.83,0.26,0.81,0.99,0.37,0.25
1,45,2,615,1468,0,74,4,0.56,0.4,73,176,0.54,0.48,0.67,0.8,0.18,0.0,0.94
2,43,7,518,7925,0,81,6,0.86,0.19,6,66,0.15,0.26,0.18,0.8,0.85,0.15,0.51
1,45,4,282,808,1,12,3,0.82,0.76,190,144,0.88,0.14,0.09,0.57,0.87,0.95,0.13
2,11,8,0,8363,0,128,1,0.12,0.09,194,208,0.04,0.49,0.34,0.33,0.64,0.84,0.28
2,24,3,730,6719,0,70,1,0.85,0.51,230,53,0.81,0.72,0.62,0.41,0.51,0.28,0.73
2,43,6,463,5073,1,147,9,0.41,0.06,137,128,0.68,0.97,0.25,0.32,0.96,0.4,0.01
2,45,9,229,8012,1,41,9,0.25,0.36,67,248,0.9,0.86,0.3,0.58,0.97,0.94,0.94
2,15,1,966,1645,0,181,5,0.87,0.6,144,248,0.9,0.2,0.71,0.94,0.64,0.25,0.45
1,48,1,171,8249,1,157,9,0.43,0.56,217,214,0.05,0.72,0.1,0.28,0.36,0.53,0.52
1,21,8,86,1129,0,198,7,0.81,0.4,216,235,0.61,0.29,0.45,0.46,0.82,0.02,0.99
2,12,3,552,1353,1,59,9,0.26,0.43,239,65,0.12,0.68,0.94,0.66,0.09,0.62,0.5
2,27,5,122,767,1,89,7,0.0,0.23,93,207,0.08,0.67,0.4,0.84,0.29,0.93,0.95
1,49,1,842,3895,1,192,9,0.5,0.46,108,64,0.45,0.27,0.43,0.25,0.99,0.88,0.92
1,30,5,297,8874,0,24,2,0.1,0.95,183,216,0.1,0.23,0.74,0.28,0.81,0.5,0.94
2,24,6,884,3454,0,144,8,0.75,0.85,168,68,0.73,0.1,0.78,0.89,0.94,0.65,0.81
1,42,8,928,7329,0,180,7,0.28,0.15,26,191,0.97,0.05,0.77,0.08,0.59,0.57,0.3
2,44,3,689,1790,1,80,6,0.44,0.03,38,62,0.57,0.86,1.0,0.61,0.41,0.07,0.35
1,35,3,574,9669,1,134,5,0.09,0.93,163,210,0.24,0.05,0.07,0.86,0.98,0.16,0.36
2,17,9,483,885,1,165,4,0.29,0.53,215,81,0.84,0.09,0.98,0.92,0.31,0.96,0.98
1,45,4,164,7734,1,132,7,0.78,0.54,196,71,0.85,0.24,0.95,0.01,0.76,0.26,0.36
2,39,4,698,3906,0,92,3,0.15,0.78,187,114,0.73,0.89,0.85,0.37,0.56,0.38,0.11
1,32,7,382,4492,0,166,8,0.65,0.31,234,173,0.62,0.33,0.45,0.26,0.23,0.51,0.78
1,23,2,208,9730,0,169,2,0.92,0.48,142,52,0.87,0.19,0.87,0.57,0.02,0.98,0.37
2,23,8,738,2073,1,92,1,0.68,0.97,245,116,0.16,0.72,0.22,0.63,0.38,0.69,0.62
1,11,6,431,312,1,81,2,0.81,0.67,248,125,0.93,0.32,0.79,1.0,0.55,0.63,0.92
2,46,3,388,6269,0,142,9,0.11,0.15,175,202,0.95,0.33,0.19,0.51,0.18,0.52,0.58
1,14,9,559,5317,1,71,5,0.25,0.13,103,127,0.87,0.74,0.82,0.55,0.41,0.7,0.64
2,47,5,223,810,0,179,8,0.89,0.2,199,65,0.25,0.25,0.61,0.41,0.62,0.66,0.64
1,23,8,2,6841,1,65,3,0.72,0.77,200,130,0.86,0.9,0.1,0.15,0.71,0.9,0.61
2,48,7,371,2032,1,52,7,0.64,0.3,42,177,0.5,0.56,0.9,0.3,0.05,0.54,0.16
1,34,8,686,9699,0,30,2,0.66,0.02,179,22,0.59,0.54,0.58,0.25,0.66,0.42,0.46
2,29,7,445,7129,0,185,8,0.41,0.94,147,224,0.84,0.26,0.66,0.8,0.06,0.81,0.01
1,11,3,610,2705,1,99,7,0.04,0.17,66,157,0.03,0.84,0.28,0.55,0.03,0.8,0.63
2,48,2,115,8788,0,158,5,0.78,0.01,175,163,0.36,0.57,0.87,0.3,0.15,0.17,0.58
2,15,7,269,2147,0,98,4,0.68,0.24,193,209,0.82,0.16,0.55,0.49,0.65,0.24,0.32
2,26,3,446,615,1,42,1,0.47,0.24,42,76,0.81,0.21,0.42,0.22,0.05,0.96,0.52
1,34,3,367,947,1,139,5,0.9,0.42,38,152,0.85,0.47,0.53,0.19,0.02,0.44,0.49
