,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,labels
1336,2,11,9,42,42,0,204,206,1.0,0.0,255,236,0.93,0.01,0.0,0.0,0.0,0.0,0.0,1
1337,1,22,9,237,3891,1,4,4,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1338,1,22,9,200,267,1,6,6,1.0,0.0,170,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,1
1339,1,22,9,360,1738,1,23,23,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1340,1,22,9,347,807,1,13,13,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1341,1,22,9,231,1225,1,1,1,1.0,0.0,176,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,1
1342,1,22,9,224,4114,1,4,4,1.0,0.0,208,255,1.0,0.0,0.0,0.01,0.0,0.0,0.04,1
1343,1,10,5,0,0,0,103,13,0.13,0.06,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
1344,1,56,5,0,0,0,104,7,0.07,0.06,255,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
1345,1,22,9,201,2435,1,14,14,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1346,2,11,9,43,71,0,266,265,1.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
1347,0,13,9,8,0,0,1,23,1.0,0.0,1,15,1.0,0.0,1.0,0.53,0.0,0.0,0.0,0
1348,1,34,5,0,0,0,236,3,0.01,0.07,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
1349,1,22,9,226,3709,1,24,25,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1350,1,18,9,704,2070,1,1,1,1.0,0.0,100,31,0.31,0.07,0.01,0.0,0.0,0.0,0.0,1
1351,1,22,9,186,14609,1,1,30,1.0,0.0,205,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,1
1352,1,41,9,44,672,0,5,1,0.2,1.0,165,1,0.01,0.1,0.01,0.0,0.01,0.0,0.02,0
1353,0,13,9,8,0,0,1,16,1.0,0.0,2,190,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0
1354,1,61,1,0,0,0,247,8,0.03,0.07,255,8,0.03,0.07,0.0,0.0,0.0,0.0,1.0,0
1355,1,25,5,0,0,0,234,16,0.07,0.06,255,16,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
1356,0,13,9,30,0,0,1,1,1.0,0.0,19,125,1.0,0.0,1.0,0.43,0.0,0.0,0.0,1
1357,1,29,1,0,0,0,1,1,1.0,0.0,68,1,0.01,1.0,0.01,0.0,0.0,0.0,0.91,0
1358,1,45,1,0,0,0,81,13,0.16,0.06,255,13,0.05,0.08,0.0,0.0,0.0,0.0,1.0,0
1359,1,18,9,1231,2451,1,1,1,1.0,0.0,210,38,0.18,0.02,0.0,0.0,0.0,0.0,0.01,0
1360,1,22,9,285,263,1,21,27,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1361,1,15,5,0,0,0,140,19,0.14,0.05,255,19,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0
1362,0,14,9,520,0,0,52,52,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1363,1,37,5,0,0,0,102,13,0.13,0.06,255,13,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0
1364,1,22,9,272,4841,1,1,5,1.0,0.0,193,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,1
1365,1,22,9,201,1148,1,15,15,1.0,0.0,15,69,1.0,0.0,0.07,0.06,0.0,0.0,0.0,1
1366,1,22,9,286,1476,1,12,14,1.0,0.0,12,255,1.0,0.0,0.08,0.05,0.0,0.0,0.0,1
1367,1,45,5,0,0,0,128,10,0.08,0.05,255,29,0.11,0.05,0.0,0.0,1.0,1.0,0.0,0
1368,1,45,1,0,0,0,215,7,0.03,0.07,255,7,0.03,0.08,0.0,0.0,0.0,0.0,1.0,0
1369,1,22,9,370,274,1,14,14,1.0,0.0,243,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,1
1370,0,13,9,8,0,0,1,42,1.0,0.0,3,223,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0
1371,1,17,9,8,0,0,1,1,1.0,0.0,146,12,0.05,0.01,0.01,0.17,0.0,0.0,0.0,1
1372,2,11,9,43,73,0,40,40,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1373,2,45,9,1,0,0,2,2,1.0,0.0,255,2,0.01,0.55,0.5,0.0,0.05,0.0,0.45,0
1374,1,50,9,888,328,1,1,2,1.0,0.0,95,203,0.79,0.04,0.01,0.01,0.0,0.0,0.0,1
1375,1,22,9,268,656,1,1,26,1.0,0.0,1,255,1.0,0.0,1.0,0.08,0.0,0.0,0.0,1
1376,1,32,5,0,0,0,75,11,0.15,0.08,255,11,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0
1377,2,11,9,46,77,0,254,254,1.0,0.0,255,234,0.92,0.01,0.0,0.0,0.0,0.0,0.0,1
1378,1,19,9,383,0,0,2,2,1.0,0.0,166,18,0.05,0.02,0.05,0.11,0.01,0.0,0.0,1
1379,0,14,9,520,0,0,391,391,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1380,1,45,5,0,0,0,278,1,0.0,0.05,255,1,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0
1381,1,55,3,0,0,0,222,2,0.01,0.42,255,2,0.01,0.36,0.87,0.0,0.55,0.5,0.32,0
1382,0,14,9,1032,0,0,84,84,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1383,1,22,9,257,1650,1,7,7,1.0,0.0,255,246,0.96,0.02,0.0,0.0,0.0,0.0,0.0,1
1384,1,22,9,160,584,1,1,21,1.0,0.0,200,255,1.0,0.0,0.0,0.01,0.01,0.01,0.0,1
1385,1,45,5,0,0,0,181,14,0.08,0.07,255,12,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
1386,1,16,5,0,0,0,149,19,0.13,0.05,255,19,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0
1387,1,10,5,0,0,0,105,15,0.14,0.06,255,3,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0
1388,1,45,4,1,0,0,2,2,1.0,0.0,255,2,0.01,0.37,0.73,0.0,0.0,0.0,0.73,0
1389,1,22,9,210,10561,1,8,15,1.0,0.0,8,255,1.0,0.0,0.12,0.04,0.0,0.0,0.0,1
1390,1,23,1,0,0,0,71,5,0.07,0.08,255,5,0.02,0.06,0.0,0.0,0.0,0.0,1.0,0
1391,1,45,1,0,0,0,1,1,1.0,0.0,59,1,0.02,1.0,0.02,0.0,0.0,0.0,0.95,0
1392,1,22,9,292,263,1,12,13,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1393,1,22,9,300,1444,1,7,7,1.0,0.0,31,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,1
1394,1,45,1,0,0,0,138,10,0.07,0.07,163,10,0.06,0.07,0.01,0.0,0.0,0.0,1.0,0
1395,1,40,1,0,0,0,365,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.11,0.0,0.89,0
1396,1,52,5,0,0,0,108,11,0.1,0.05,255,11,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
1397,1,22,9,186,14515,1,7,15,1.0,0.0,32,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,1
1398,1,45,1,0,0,0,85,1,0.01,1.0,255,1,0.0,0.36,0.0,0.0,0.0,0.0,0.31,0
1399,1,22,9,334,479,1,6,12,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1400,1,22,9,318,760,1,2,2,1.0,0.0,90,175,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
1401,1,22,9,305,928,1,1,20,1.0,0.0,66,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,1
1402,1,19,9,740,0,1,1,1,1.0,0.0,197,44,0.17,0.02,0.17,0.05,0.0,0.0,0.0,1
1403,1,22,9,204,269,1,2,4,1.0,0.0,146,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
1404,1,16,1,0,0,0,104,1,0.01,1.0,255,1,0.0,0.67,0.0,0.0,0.03,0.0,0.39,0
1405,0,13,9,8,0,0,1,6,1.0,0.0,2,194,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0
1406,1,56,5,0,0,0,14,7,0.5,0.29,255,27,0.11,0.07,0.0,0.0,1.0,1.0,0.0,0
1407,1,22,1,0,0,0,1,2,1.0,0.0,46,255,1.0,0.0,0.02,0.2,0.0,0.0,0.91,1
1408,1,18,9,1218,2449,1,1,1,1.0,0.0,255,125,0.49,0.02,0.01,0.0,0.0,0.0,0.01,0
1409,1,22,9,286,7833,1,2,2,1.0,0.0,2,255,1.0,0.0,0.5,0.07,0.0,0.0,0.0,1
1410,2,45,9,1,0,0,8,7,0.88,0.25,255,7,0.03,0.23,1.0,0.0,0.0,0.0,0.0,0
1411,1,54,5,0,0,0,123,14,0.11,0.06,255,12,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0
1412,1,45,5,0,0,0,226,17,0.08,0.06,255,14,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
1413,1,22,9,258,11758,1,14,16,1.0,0.0,132,255,1.0,0.0,0.01,0.04,0.01,0.01,0.0,1
1414,1,22,9,355,8377,1,6,7,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1415,1,38,2,0,0,0,173,5,0.03,0.07,255,5,0.02,0.07,0.0,0.0,0.0,0.0,1.0,0
1416,1,19,5,0,0,0,15,4,0.27,0.27,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
1417,1,22,9,276,365,1,30,30,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1418,1,19,5,0,0,0,246,7,0.03,0.07,255,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
1419,0,13,9,8,0,0,1,42,1.0,0.0,2,255,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0
1420,1,22,9,54540,8314,1,5,5,1.0,0.0,175,175,1.0,0.0,0.01,0.0,0.0,0.0,0.06,0
1421,1,22,9,149,13592,1,1,2,1.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.0,0.0,1
1422,1,22,9,328,1831,1,4,4,1.0,0.0,4,255,1.0,0.0,0.25,0.04,0.0,0.0,0.0,1
1423,2,11,9,46,128,0,71,151,1.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
1424,2,45,9,28,0,0,17,17,1.0,0.0,89,17,0.19,0.04,0.19,0.0,0.0,0.0,0.0,0
1425,2,45,9,28,0,0,142,42,0.3,0.05,255,42,0.16,0.84,0.16,0.0,0.09,0.0,0.75,0
1426,1,45,5,0,0,0,112,10,0.09,0.07,255,1,0.0,0.07,0.01,0.0,1.0,1.0,0.0,0
1427,1,60,5,0,0,0,103,3,0.03,0.07,255,3,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0
1428,2,11,9,42,132,0,78,158,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1429,1,50,9,1230,328,1,1,2,1.0,0.0,22,19,0.86,0.14,0.05,0.0,0.0,0.0,0.0,1
1430,1,31,5,0,0,0,249,17,0.07,0.06,255,17,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
1431,1,30,5,0,0,0,140,3,0.02,0.05,255,3,0.01,0.05,0.0,0.0,1.0,1.0,0.0,0
1432,1,45,1,0,0,0,163,20,0.12,0.06,255,20,0.08,0.06,0.0,0.0,0.0,0.0,1.0,0
1433,0,14,9,1032,0,0,510,510,1.0,0.0,255,6,0.02,0.18,0.02,0.0,0.0,0.0,0.0,0
1434,1,62,5,0,0,0,296,20,0.07,0.06,255,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0
1435,1,45,5,0,0,0,87,3,0.03,0.07,255,3,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0
1436,1,33,5,0,0,0,234,10,0.04,0.07,255,1,0.0,0.08,0.0,0.0,1.0,1.0,0.0,0
1437,1,45,5,0,0,0,142,7,0.05,0.06,255,8,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
1438,2,11,9,42,42,0,2,4,1.0,0.0,255,240,0.94,0.02,0.06,0.0,0.0,0.0,0.0,1
1439,1,5,5,0,0,0,125,6,0.05,0.06,255,6,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
1440,1,22,9,330,772,1,16,16,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1441,1,2,1,0,0,0,204,2,0.01,0.07,255,2,0.01,0.08,0.0,0.0,0.0,0.0,1.0,0
1442,1,30,5,0,0,0,140,11,0.08,0.06,255,11,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0
1443,1,61,5,0,0,0,264,18,0.07,0.06,255,18,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
1444,0,14,9,520,0,0,358,358,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1445,1,7,5,0,0,0,247,8,0.03,0.07,255,8,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0
1446,1,40,1,0,0,0,398,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,0.91,0
1447,2,11,9,44,127,0,69,149,0.99,0.03,255,238,0.93,0.01,0.0,0.0,0.0,0.0,0.0,1
1448,1,17,2,0,0,0,274,9,0.03,0.06,255,9,0.04,0.09,0.0,0.0,0.0,0.0,1.0,0
1449,1,22,9,319,731,1,7,7,1.0,0.0,11,255,1.0,0.0,0.09,0.02,0.0,0.0,0.0,1
1450,1,25,5,0,0,0,217,14,0.06,0.07,255,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
1451,1,40,9,8325,0,1,19,1,0.05,0.63,128,1,0.01,0.22,0.32,0.0,0.05,0.0,0.0,1
1452,1,22,9,275,337,1,1,4,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1453,0,14,9,1032,0,0,510,510,1.0,0.0,255,80,0.31,0.13,0.31,0.0,0.0,0.0,0.0,0
1454,1,22,9,223,923,1,4,5,1.0,0.0,205,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,1
1455,2,11,9,33,93,0,1,1,1.0,0.0,41,52,1.0,0.0,1.0,0.04,0.0,0.0,0.0,1
1456,1,22,9,323,2996,1,4,9,1.0,0.0,4,255,1.0,0.0,0.25,0.07,0.0,0.01,0.0,1
1457,1,40,1,0,0,0,511,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.25,0.0,0.75,0
1458,1,45,5,0,0,0,142,12,0.08,0.06,255,12,0.05,0.09,0.0,0.0,1.0,1.0,0.0,0
1459,1,19,9,2278,0,1,1,1,1.0,0.0,58,10,0.17,0.07,0.17,0.0,0.0,0.0,0.0,1
1460,1,0,4,1788,9968,0,1,1,1.0,0.0,23,6,0.26,0.13,0.04,0.0,0.0,0.0,0.26,1
1461,1,45,5,0,0,0,277,14,0.05,0.05,255,14,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
1462,1,22,9,317,789,1,1,1,1.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.0,0.0,1
1463,1,22,9,332,1394,1,23,23,1.0,0.0,141,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,1
1464,1,2,5,0,0,0,248,9,0.04,0.06,255,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
1465,1,26,5,0,0,0,145,20,0.14,0.05,255,20,0.08,0.05,0.0,0.0,1.0,1.0,0.0,0
1466,0,13,9,30,0,0,2,1,0.5,1.0,255,37,0.15,0.01,0.66,0.0,0.0,0.0,0.0,1
1467,1,22,9,201,7980,1,3,7,1.0,0.0,24,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,1
1468,2,45,9,28,0,0,81,81,1.0,0.0,255,81,0.32,0.02,0.32,0.0,0.0,0.0,0.0,0
1469,1,22,9,303,1380,1,3,3,1.0,0.0,122,73,0.6,0.03,0.01,0.0,0.0,0.0,0.0,1
1470,1,24,5,0,0,0,140,7,0.05,0.07,255,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
1471,1,20,5,0,0,0,168,2,0.01,0.07,255,2,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0
1472,1,56,5,0,0,0,206,13,0.06,0.05,255,13,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0
1473,1,22,9,366,2862,1,16,16,1.0,0.0,197,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
1474,1,5,5,0,0,0,110,6,0.05,0.06,255,6,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
1475,1,45,5,0,0,0,253,18,0.07,0.06,255,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
1476,0,14,9,520,0,0,239,239,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1477,1,22,9,206,5015,1,7,9,1.0,0.0,7,255,1.0,0.0,0.14,0.05,0.0,0.0,0.0,1
1478,1,22,9,327,660,1,8,8,1.0,0.0,8,252,1.0,0.0,0.12,0.04,0.0,0.0,0.0,1
1479,2,45,9,105,0,0,2,2,1.0,0.0,255,92,0.36,0.01,0.01,0.0,0.0,0.0,0.0,1
1480,1,19,9,192,0,0,2,2,1.0,0.0,75,32,0.19,0.05,0.19,0.06,0.0,0.0,0.0,1
1481,1,53,2,0,0,0,133,7,0.05,0.06,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1.0,0
1482,1,22,9,54540,8314,1,4,4,1.0,0.0,80,80,1.0,0.0,0.01,0.0,0.0,0.0,0.04,0
1483,1,22,9,218,2839,1,8,8,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1484,1,5,5,0,0,0,125,5,0.04,0.06,255,5,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
1485,1,22,1,0,0,0,1,1,1.0,0.0,4,254,1.0,0.0,0.25,0.25,0.0,0.0,1.0,1
1486,1,45,5,0,0,0,78,20,0.26,0.05,255,8,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
1487,1,58,2,0,0,0,236,18,0.08,0.07,255,18,0.07,0.07,0.0,0.0,0.0,0.0,1.0,0
1488,1,22,9,205,4858,1,32,32,1.0,0.0,197,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
1489,1,5,5,0,0,0,113,5,0.04,0.06,255,5,0.02,0.05,0.0,0.0,1.0,1.0,0.0,0
1490,2,40,9,146,105,0,1,1,1.0,0.0,255,3,0.01,0.38,0.7,0.0,0.0,0.0,0.0,1
1491,1,22,9,215,4408,1,2,2,1.0,0.0,2,255,1.0,0.0,0.5,0.05,0.0,0.0,0.0,1
1492,1,22,9,314,2055,1,1,1,1.0,0.0,99,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,1
1493,2,11,9,45,131,0,300,300,1.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,1
1494,1,45,4,1,0,0,2,2,1.0,0.0,255,2,0.01,0.5,1.0,0.0,0.0,0.0,1.0,0
1495,1,45,5,0,0,0,285,5,0.02,0.06,255,2,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0
1496,1,22,9,303,29228,1,25,25,1.0,0.0,134,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,1
1497,0,14,9,520,0,0,127,127,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1498,1,45,5,0,0,0,117,5,0.04,0.06,255,19,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
1499,1,10,5,0,0,0,275,9,0.03,0.06,255,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
1500,1,50,9,1684,330,1,1,1,1.0,0.0,27,39,0.22,0.11,0.04,0.05,0.04,0.0,0.04,1
1501,1,19,9,245,0,0,2,2,1.0,0.0,8,87,0.25,0.38,0.25,0.02,0.0,0.0,0.0,1
1502,0,13,9,30,0,0,1,1,1.0,0.0,31,131,1.0,0.0,1.0,0.39,0.0,0.0,0.0,1
1503,1,19,9,8325,0,0,17,17,1.0,0.0,87,46,0.53,0.03,0.53,0.0,0.0,0.0,0.0,1
1504,1,22,9,222,6662,1,15,15,1.0,0.0,147,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,1
1505,1,22,9,224,347,1,7,7,1.0,0.0,45,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,1
1506,1,50,9,850,325,1,1,4,1.0,0.0,178,166,0.59,0.02,0.01,0.01,0.0,0.0,0.0,1
1507,1,22,9,210,1863,1,7,7,1.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,1
1508,1,22,9,293,732,1,20,32,1.0,0.0,50,255,1.0,0.0,0.02,0.01,0.0,0.0,0.02,1
1509,1,28,5,0,0,0,104,14,0.13,0.06,255,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
1510,1,19,9,2194619,0,1,2,2,1.0,0.0,169,84,0.5,0.02,0.5,0.0,0.0,0.0,0.0,1
1511,1,22,9,214,266,1,10,12,1.0,0.0,12,255,1.0,0.0,0.08,0.02,0.0,0.0,0.0,1
1512,1,45,5,0,0,0,281,14,0.05,0.05,255,14,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
1513,1,22,9,227,1317,1,18,24,1.0,0.0,64,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,1
1514,1,17,5,0,0,0,254,2,0.01,0.07,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
1515,1,22,9,223,2358,1,5,11,1.0,0.0,128,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,1
1516,1,22,9,219,841,1,6,6,1.0,0.0,12,255,1.0,0.0,0.08,0.01,0.0,0.0,0.0,1
1517,0,13,9,8,0,0,1,23,1.0,0.0,4,112,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0
1518,1,22,9,184,783,1,17,34,1.0,0.0,17,255,1.0,0.0,0.06,0.01,0.0,0.0,0.0,1
1519,1,22,1,0,0,0,1,2,1.0,0.0,2,40,1.0,0.0,0.5,0.38,0.0,0.0,1.0,1
1520,1,19,9,1214,0,1,12,12,1.0,0.0,208,138,0.64,0.01,0.64,0.01,0.0,0.0,0.0,1
1521,1,45,5,0,0,0,115,5,0.04,0.06,255,16,0.06,0.05,0.0,0.0,1.0,1.0,0.0,0
1522,0,14,9,64,0,0,1,1,1.0,0.0,77,1,0.01,0.94,0.01,0.0,0.0,0.0,0.9,1
1523,1,20,5,0,0,0,260,8,0.03,0.07,255,8,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0
1524,1,20,5,0,0,0,181,7,0.04,0.06,255,7,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0
1525,1,45,5,0,0,0,147,15,0.1,0.05,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
1526,1,22,9,210,1801,1,10,10,1.0,0.0,71,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
1527,1,22,9,221,7473,1,8,9,1.0,0.0,40,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,1
1528,1,22,9,301,1380,1,5,5,1.0,0.0,255,247,0.97,0.01,0.0,0.0,0.0,0.0,0.0,1
1529,1,56,6,0,0,0,1,1,1.0,0.0,126,1,0.01,0.05,0.01,0.0,0.01,1.0,0.0,1
1530,1,63,1,0,0,0,260,12,0.05,0.07,255,12,0.05,0.09,0.0,0.0,0.0,0.0,1.0,0
1531,2,11,9,43,81,0,142,142,1.0,0.0,255,166,0.65,0.01,0.0,0.0,0.0,0.0,0.0,1
1532,1,50,9,842,334,1,1,3,1.0,0.0,122,125,0.57,0.06,0.01,0.02,0.01,0.01,0.0,1
1533,1,53,5,0,0,0,298,5,0.02,0.06,255,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
1534,1,45,5,0,0,0,140,12,0.09,0.06,255,29,0.11,0.06,0.0,0.0,1.0,1.0,0.0,0
1535,1,62,1,0,0,0,205,3,0.01,0.07,255,3,0.01,0.08,0.0,0.0,0.0,0.0,1.0,0
1536,2,11,9,44,44,0,163,163,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1537,1,24,5,0,0,0,271,14,0.05,0.06,255,14,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
1538,1,45,5,0,0,0,174,12,0.07,0.07,255,12,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
1539,1,22,9,236,667,1,5,7,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1540,1,22,9,54540,8314,1,4,6,1.0,0.0,197,197,1.0,0.0,0.01,0.0,0.0,0.0,0.06,0
1541,2,11,9,46,139,0,252,252,1.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,1
1542,2,45,9,1,0,0,30,27,0.9,0.07,255,27,0.11,0.26,1.0,0.0,0.0,0.0,0.0,0
1543,1,22,9,54540,8314,1,5,5,1.0,0.0,235,235,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0
1544,1,29,5,0,0,0,255,20,0.08,0.06,255,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0
1545,2,45,9,105,146,0,1,1,1.0,0.0,255,246,0.96,0.01,0.0,0.0,0.0,0.0,0.0,1
1546,1,32,5,0,0,0,87,19,0.22,0.08,255,19,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
1547,1,8,5,0,0,0,300,17,0.06,0.05,255,2,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0
1548,1,45,5,0,0,0,113,4,0.04,0.06,115,4,0.03,0.07,0.01,0.0,1.0,1.0,0.0,0
1549,1,45,5,0,0,0,185,20,0.11,0.08,255,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0
1550,1,22,9,215,337,1,17,17,1.0,0.0,83,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
1551,1,22,9,293,296,1,3,4,1.0,0.0,216,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,1
1552,1,45,1,0,0,0,276,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.12,0.0,0.87,0
1553,1,22,9,250,2196,1,17,36,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,1
1554,1,22,9,296,1518,1,9,9,1.0,0.0,36,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,1
1555,1,19,5,0,0,0,9,3,0.33,0.44,255,42,0.16,0.05,0.01,0.0,1.0,1.0,0.0,0
1556,1,19,9,2056,0,1,6,6,1.0,0.0,21,49,0.57,0.14,0.57,0.04,0.05,0.0,0.0,1
1557,1,22,9,333,1326,1,12,12,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1558,1,22,9,231,2507,1,6,7,1.0,0.0,255,242,0.95,0.02,0.0,0.0,0.0,0.0,0.0,1
1559,1,22,9,310,362,1,33,36,1.0,0.0,90,231,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
1560,1,62,5,0,0,0,244,10,0.04,0.07,255,19,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
